,recording_session_label,image,num_of_presentation,fixation1,fixation2,fixation3,test_response
633,10,F15.jpg,1,9,NA,NA,4
634,11,F15.jpg,3,9,12,11,1
635,12,F15.jpg,1,9,NA,NA,4
636,13,F15.jpg,3,10,10,10,-1
637,14,F15.jpg,3,6,7,8,-1
638,15,F15.jpg,3,9,9,9,0
639,16,F15.jpg,1,11,NA,NA,4
640,17,F15.jpg,3,9,7,9,0
641,18,F15.jpg,1,11,NA,NA,4
642,19,F15.jpg,3,9,6,4,-1
643,20,F15.jpg,3,8,9,8,-1
644,21,F15.jpg,3,11,13,11,0
645,22,F15.jpg,1,6,NA,NA,4
646,23,F15.jpg,3,9,9,8,0
647,24,F15.jpg,1,13,NA,NA,3
648,25,F15.jpg,3,10,6,9,-1
649,26,F15.jpg,3,8,10,10,-1
650,27,F15.jpg,3,8,6,5,0
651,28,F15.jpg,1,6,NA,NA,4
652,29,F15.jpg,3,9,10,7,0
653,30,F15.jpg,1,11,NA,NA,3
654,31,F15.jpg,3,9,10,10,-1
655,32,F15.jpg,3,2,4,6,-1
656,33,F15.jpg,3,10,10,7,0
657,34,F15.jpg,1,8,NA,NA,4
658,35,F15.jpg,3,12,11,4,0
659,36,F15.jpg,1,12,NA,NA,4
660,37,F15.jpg,3,6,7,10,-1
661,38,F15.jpg,3,11,11,10,-1
662,39,F15.jpg,3,12,12,12,0
663,40,F15.jpg,1,12,NA,NA,4
664,41,F15.jpg,3,12,10,7,-1
665,42,F15.jpg,1,6,NA,NA,4
666,43,F15.jpg,3,10,10,9,-1
667,44,F15.jpg,3,9,11,8,-1
668,45,F15.jpg,3,5,8,9,0
669,46,F15.jpg,1,6,NA,NA,-1
670,47,F15.jpg,3,10,10,8,0
671,48,F15.jpg,1,7,NA,NA,4
672,1,F105.jpg,3,10,6,8,2
673,2,F105.jpg,1,7,NA,NA,4
674,3,F105.jpg,3,9,12,10,-1
675,4,F105.jpg,3,12,10,11,-1
676,5,F105.jpg,1,7,NA,NA,3
677,6,F105.jpg,3,10,9,6,0
678,7,F105.jpg,3,10,9,11,2
679,8,F105.jpg,1,7,NA,NA,4
680,9,F105.jpg,3,9,9,11,-1
681,10,F105.jpg,3,11,8,6,-1
682,11,F105.jpg,1,12,NA,NA,4
683,12,F105.jpg,3,6,5,7,1
684,13,F105.jpg,3,10,7,7,0
685,14,F105.jpg,1,7,NA,NA,3
686,15,F105.jpg,3,7,8,9,-1
687,16,F105.jpg,3,9,9,8,-1
688,17,F105.jpg,1,8,NA,NA,4
689,18,F105.jpg,3,9,8,8,0
690,19,F105.jpg,3,9,9,8,0
691,20,F105.jpg,1,3,NA,NA,4
692,21,F105.jpg,3,10,12,12,-1
693,22,F105.jpg,3,7,10,12,-1
694,23,F105.jpg,1,9,NA,NA,4
695,24,F105.jpg,3,13,12,12,0
696,25,F105.jpg,3,10,6,9,2
697,26,F105.jpg,1,7,NA,NA,4
698,27,F105.jpg,3,9,6,5,-1
699,28,F105.jpg,3,9,9,11,-1
700,29,F105.jpg,1,12,NA,NA,4
701,30,F105.jpg,3,5,6,11,2
702,31,F105.jpg,3,11,9,11,0
703,32,F105.jpg,1,5,NA,NA,3
704,33,F105.jpg,3,11,6,7,-1
705,34,F105.jpg,3,8,10,10,-1
706,35,F105.jpg,1,9,NA,NA,4
707,36,F105.jpg,3,11,11,13,0
708,37,F105.jpg,3,8,9,9,0
709,38,F105.jpg,1,8,NA,NA,3
710,39,F105.jpg,3,12,11,13,-1
711,40,F105.jpg,3,13,11,11,-1
712,41,F105.jpg,1,8,NA,NA,3
713,42,F105.jpg,3,8,7,7,2
714,43,F105.jpg,3,9,8,10,2
715,44,F105.jpg,1,8,NA,NA,4
716,45,F105.jpg,3,9,9,12,-1
717,46,F105.jpg,3,6,4,5,-1
718,47,F105.jpg,1,12,NA,NA,3
719,48,F105.jpg,3,3,3,1,2
720,1,F159.jpg,1,7,NA,NA,4
721,2,F159.jpg,3,8,8,9,1
722,3,F159.jpg,1,11,NA,NA,4
723,4,F159.jpg,3,9,8,8,0
724,5,F159.jpg,3,10,11,6,-1
725,6,F159.jpg,3,10,11,5,-1
726,7,F159.jpg,1,7,NA,NA,4
727,8,F159.jpg,3,10,8,7,0
728,9,F159.jpg,1,10,NA,NA,4
729,10,F159.jpg,3,7,11,9,0
730,11,F159.jpg,3,8,11,11,-1
731,12,F159.jpg,3,8,8,4,-1
732,13,F159.jpg,1,6,NA,NA,4
733,14,F159.jpg,3,5,7,7,0
734,15,F159.jpg,1,10,NA,NA,3
735,16,F159.jpg,3,8,9,12,1
736,17,F159.jpg,3,9,10,8,-1
737,18,F159.jpg,3,9,8,6,-1
738,19,F159.jpg,1,11,NA,NA,4
739,20,F159.jpg,3,8,10,7,0
740,21,F159.jpg,1,11,NA,NA,4
741,22,F159.jpg,3,9,10,11,0
742,23,F159.jpg,3,12,8,10,-1
743,24,F159.jpg,3,12,10,13,-1
744,25,F159.jpg,1,8,NA,NA,3
745,26,F159.jpg,3,10,9,8,0
746,27,F159.jpg,1,6,NA,NA,4
747,28,F159.jpg,3,10,10,10,1
748,29,F159.jpg,3,6,12,13,-1
749,30,F159.jpg,2,3,3,NA,-1
750,31,F159.jpg,1,11,NA,NA,4
751,32,F159.jpg,3,7,5,8,1
752,33,F159.jpg,1,7,NA,NA,4
753,34,F159.jpg,3,10,5,9,0
754,35,F159.jpg,3,13,11,10,-1
755,36,F159.jpg,3,13,12,11,-1
756,37,F159.jpg,1,8,NA,NA,3
757,38,F159.jpg,3,12,9,10,0
758,39,F159.jpg,1,14,NA,NA,4
759,40,F159.jpg,3,11,10,12,2
760,41,F159.jpg,3,7,8,9,-1
761,42,F159.jpg,3,6,11,8,-1
762,43,F159.jpg,1,9,NA,NA,3
763,44,F159.jpg,3,9,8,8,0
764,45,F159.jpg,1,10,NA,NA,4
765,46,F159.jpg,3,8,4,8,0
766,47,F159.jpg,3,11,9,9,-1
767,48,F159.jpg,2,2,3,NA,-1
768,1,F158.jpg,1,11,NA,NA,4
769,2,F158.jpg,3,9,9,10,0
770,3,F158.jpg,1,12,NA,NA,4
771,4,F158.jpg,3,11,10,10,0
772,5,F158.jpg,3,10,9,14,-1
773,6,F158.jpg,3,10,11,11,-1
774,7,F158.jpg,1,10,NA,NA,4
775,8,F158.jpg,3,10,8,4,0
776,9,F158.jpg,1,11,NA,NA,4
777,10,F158.jpg,3,10,10,11,1
778,11,F158.jpg,3,9,11,11,-1
779,12,F158.jpg,3,10,6,6,-1
780,13,F158.jpg,1,7,NA,NA,4
781,14,F158.jpg,3,7,8,6,1
782,15,F158.jpg,1,12,NA,NA,4
783,16,F158.jpg,3,8,10,11,1
784,17,F158.jpg,3,8,9,9,-1
785,18,F158.jpg,3,7,8,10,-1
786,19,F158.jpg,1,12,NA,NA,4
787,20,F158.jpg,3,10,9,7,0
788,21,F158.jpg,1,13,NA,NA,3
789,22,F158.jpg,3,10,8,9,2
790,23,F158.jpg,3,10,8,12,-1
791,24,F158.jpg,3,4,8,6,-1
792,25,F158.jpg,1,9,NA,NA,3
793,26,F158.jpg,3,9,6,8,1
794,27,F158.jpg,1,10,NA,NA,4
795,28,F158.jpg,3,7,12,6,0
796,29,F158.jpg,3,12,12,11,-1
797,30,F158.jpg,3,9,6,8,-1
798,31,F158.jpg,1,9,NA,NA,4
799,32,F158.jpg,3,7,8,7,2
800,33,F158.jpg,1,6,NA,NA,4
801,34,F158.jpg,3,9,8,9,0
802,35,F158.jpg,3,8,9,14,-1
803,36,F158.jpg,3,12,12,11,-1
804,37,F158.jpg,1,10,NA,NA,4
805,38,F158.jpg,3,14,12,13,0
806,39,F158.jpg,1,12,NA,NA,4
807,40,F158.jpg,3,9,14,10,1
808,41,F158.jpg,3,10,7,8,-1
809,42,F158.jpg,3,10,10,9,-1
810,43,F158.jpg,1,11,NA,NA,4
811,44,F158.jpg,3,12,10,10,0
812,45,F158.jpg,1,8,NA,NA,3
813,46,F158.jpg,3,9,7,6,1
814,47,F158.jpg,3,10,12,11,-1
815,48,F158.jpg,2,6,1,NA,-1
816,1,F126.jpg,1,10,NA,NA,4
817,2,F126.jpg,3,9,10,8,1
818,3,F126.jpg,1,9,NA,NA,4
819,4,F126.jpg,3,12,10,7,0
820,5,F126.jpg,3,8,8,8,-1
821,6,F126.jpg,3,11,10,12,-1
822,7,F126.jpg,1,8,NA,NA,4
823,8,F126.jpg,3,6,4,6,1
824,9,F126.jpg,1,10,NA,NA,3
825,10,F126.jpg,3,9,10,10,2
826,11,F126.jpg,3,11,9,8,-1
827,12,F126.jpg,3,5,6,7,-1
828,13,F126.jpg,1,8,NA,NA,4
829,14,F126.jpg,3,7,8,5,0
830,15,F126.jpg,1,7,NA,NA,3
831,16,F126.jpg,3,9,10,11,1
832,17,F126.jpg,3,12,9,11,-1
833,18,F126.jpg,3,10,7,7,-1
834,19,F126.jpg,1,10,NA,NA,3
835,20,F126.jpg,3,5,7,5,1
836,21,F126.jpg,1,11,NA,NA,4
837,22,F126.jpg,3,13,12,13,1
838,23,F126.jpg,3,10,12,8,-1
839,24,F126.jpg,3,6,13,12,-1
840,25,F126.jpg,1,9,NA,NA,4
841,26,F126.jpg,3,8,8,11,2
842,27,F126.jpg,1,6,NA,NA,4
843,28,F126.jpg,3,9,8,7,1
844,29,F126.jpg,3,10,13,11,-1
845,30,F126.jpg,3,7,11,6,-1
846,31,F126.jpg,1,11,NA,NA,4
847,32,F126.jpg,3,9,3,4,2
848,33,F126.jpg,1,8,NA,NA,4
849,34,F126.jpg,3,9,7,11,2
850,35,F126.jpg,3,13,13,12,-1
851,36,F126.jpg,3,13,14,13,-1
852,37,F126.jpg,1,9,NA,NA,3
853,38,F126.jpg,3,10,13,9,0
854,39,F126.jpg,1,13,NA,NA,4
855,40,F126.jpg,3,12,10,10,2
856,41,F126.jpg,3,10,7,7,-1
857,42,F126.jpg,3,2,5,9,-1
858,43,F126.jpg,1,10,NA,NA,4
859,44,F126.jpg,3,12,9,8,0
860,45,F126.jpg,1,7,NA,NA,3
861,46,F126.jpg,3,6,8,8,1
862,47,F126.jpg,3,12,12,10,-1
863,48,F126.jpg,3,8,5,5,-1
864,1,F55.jpg,3,10,11,10,-1
865,2,F55.jpg,3,8,10,8,-1
866,3,F55.jpg,3,9,11,5,0
867,4,F55.jpg,1,10,NA,NA,4
868,5,F55.jpg,3,8,11,8,0
869,6,F55.jpg,1,13,NA,NA,4
870,7,F55.jpg,3,8,10,13,-1
871,8,F55.jpg,3,7,8,7,-1
872,9,F55.jpg,3,11,10,10,0
873,10,F55.jpg,1,11,NA,NA,4
874,11,F55.jpg,3,12,11,8,2
875,12,F55.jpg,1,7,NA,NA,3
876,13,F55.jpg,3,8,7,8,-1
877,14,F55.jpg,3,6,10,6,-1
878,15,F55.jpg,3,8,11,12,0
879,16,F55.jpg,1,11,NA,NA,3
880,17,F55.jpg,3,10,9,10,2
881,18,F55.jpg,1,7,NA,NA,4
882,19,F55.jpg,3,10,8,13,-1
883,20,F55.jpg,3,10,9,4,-1
884,21,F55.jpg,3,13,13,11,0
885,22,F55.jpg,1,12,NA,NA,3
886,23,F55.jpg,3,9,9,7,0
887,24,F55.jpg,1,12,NA,NA,4
888,25,F55.jpg,3,8,9,9,-1
889,26,F55.jpg,3,8,9,9,-1
890,27,F55.jpg,3,7,7,3,1
891,28,F55.jpg,1,8,NA,NA,4
892,29,F55.jpg,3,10,5,10,0
893,30,F55.jpg,1,9,NA,NA,4
894,31,F55.jpg,3,8,10,11,-1
895,32,F55.jpg,3,3,6,5,-1
896,33,F55.jpg,3,8,11,4,0
897,34,F55.jpg,1,10,NA,NA,4
898,35,F55.jpg,3,11,11,9,0
899,36,F55.jpg,1,13,NA,NA,4
900,37,F55.jpg,3,5,8,3,-1
901,38,F55.jpg,3,11,13,11,-1
902,39,F55.jpg,3,12,12,11,0
903,40,F55.jpg,1,12,NA,NA,4
904,41,F55.jpg,3,6,7,7,0
905,42,F55.jpg,1,9,NA,NA,3
906,43,F55.jpg,3,10,9,10,-1
907,44,F55.jpg,3,8,11,9,-1
908,45,F55.jpg,3,12,8,9,0
909,46,F55.jpg,1,7,NA,NA,4
910,47,F55.jpg,3,9,9,11,-1
911,48,F55.jpg,1,2,NA,NA,4
912,1,F174.jpg,1,10,NA,NA,4
913,2,F174.jpg,3,9,9,6,0
914,3,F174.jpg,1,9,NA,NA,4
915,4,F174.jpg,3,11,11,11,0
916,5,F174.jpg,3,9,8,8,-1
917,6,F174.jpg,3,11,11,9,-1
918,7,F174.jpg,1,7,NA,NA,4
919,8,F174.jpg,3,7,11,9,2
920,9,F174.jpg,1,9,NA,NA,4
921,10,F174.jpg,3,10,9,11,2
922,11,F174.jpg,3,13,12,11,-1
923,12,F174.jpg,3,9,6,5,-1
924,13,F174.jpg,1,9,NA,NA,4
925,14,F174.jpg,3,9,9,9,0
926,15,F174.jpg,1,11,NA,NA,3
927,16,F174.jpg,3,8,8,10,1
928,17,F174.jpg,3,11,10,6,-1
929,18,F174.jpg,3,8,8,8,-1
930,19,F174.jpg,1,9,NA,NA,4
931,20,F174.jpg,3,10,5,10,2
932,21,F174.jpg,1,9,NA,NA,4
933,22,F174.jpg,3,9,10,10,1
934,23,F174.jpg,3,9,10,9,-1
935,24,F174.jpg,3,13,10,10,-1
936,25,F174.jpg,1,10,NA,NA,4
937,26,F174.jpg,3,10,11,9,1
938,27,F174.jpg,1,9,NA,NA,4
939,28,F174.jpg,3,8,7,9,1
940,29,F174.jpg,3,12,12,12,-1
941,30,F174.jpg,3,7,8,5,-1
942,31,F174.jpg,1,11,NA,NA,4
943,32,F174.jpg,3,9,2,7,1
944,33,F174.jpg,1,5,NA,NA,4
945,34,F174.jpg,3,4,9,8,2
946,35,F174.jpg,3,13,12,11,-1
947,36,F174.jpg,3,13,11,13,-1
948,37,F174.jpg,1,8,NA,NA,4
949,38,F174.jpg,3,13,10,10,0
950,39,F174.jpg,1,12,NA,NA,4
951,40,F174.jpg,3,12,12,11,1
952,41,F174.jpg,3,9,11,7,-1
953,42,F174.jpg,3,10,7,8,-1
954,43,F174.jpg,1,10,NA,NA,4
955,44,F174.jpg,3,8,11,8,2
956,45,F174.jpg,1,11,NA,NA,4
957,46,F174.jpg,3,8,7,7,1
958,47,F174.jpg,3,10,12,11,-1
959,48,F174.jpg,3,9,6,4,-1
960,1,F171.jpg,1,7,NA,NA,4
961,2,F171.jpg,3,9,7,8,0
962,3,F171.jpg,1,7,NA,NA,3
963,4,F171.jpg,3,9,7,9,0
964,5,F171.jpg,3,9,9,7,-1
965,6,F171.jpg,3,11,11,9,-1
966,7,F171.jpg,1,8,NA,NA,4
967,8,F171.jpg,3,7,3,8,2
968,9,F171.jpg,1,9,NA,NA,4
969,10,F171.jpg,3,9,10,11,1
970,11,F171.jpg,3,8,10,11,-1
971,12,F171.jpg,3,4,7,7,-1
972,13,F171.jpg,1,6,NA,NA,4
973,14,F171.jpg,3,8,9,5,0
974,15,F171.jpg,1,7,NA,NA,4
975,16,F171.jpg,3,12,9,12,1
976,17,F171.jpg,3,7,9,7,-1
977,18,F171.jpg,3,7,8,8,-1
978,19,F171.jpg,1,9,NA,NA,4
979,20,F171.jpg,3,8,9,5,2
980,21,F171.jpg,1,12,NA,NA,4
981,22,F171.jpg,3,10,10,8,0
982,23,F171.jpg,3,8,11,5,-1
983,24,F171.jpg,3,11,10,12,-1
984,25,F171.jpg,1,7,NA,NA,4
985,26,F171.jpg,3,9,6,9,0
986,27,F171.jpg,1,8,NA,NA,4
987,28,F171.jpg,3,10,10,6,0
988,29,F171.jpg,3,12,14,11,-1
989,30,F171.jpg,3,8,7,6,-1
990,31,F171.jpg,1,9,NA,NA,4
991,32,F171.jpg,3,5,3,8,2
992,33,F171.jpg,1,10,NA,NA,4
993,34,F171.jpg,3,8,10,7,0
994,35,F171.jpg,3,13,11,12,-1
995,36,F171.jpg,3,11,11,14,-1
996,37,F171.jpg,1,8,NA,NA,3
997,38,F171.jpg,3,9,11,11,0
998,39,F171.jpg,1,11,NA,NA,4
999,40,F171.jpg,3,12,10,11,0
1000,41,F171.jpg,3,8,10,5,-1
1001,42,F171.jpg,3,7,7,10,-1
1002,43,F171.jpg,1,9,NA,NA,4
1003,44,F171.jpg,3,8,11,11,0
1004,45,F171.jpg,1,12,NA,NA,4
1005,46,F171.jpg,3,5,9,9,1
1006,47,F171.jpg,3,11,9,7,-1
1007,48,F171.jpg,3,7,7,5,-1
1008,1,F152.jpg,1,10,NA,NA,-1
1009,2,F152.jpg,3,9,10,9,0
1010,3,F152.jpg,1,5,NA,NA,4
1011,4,F152.jpg,3,8,9,10,1
1012,5,F152.jpg,3,9,9,6,-1
1013,6,F152.jpg,3,11,10,12,-1
1014,7,F152.jpg,1,9,NA,NA,3
1015,8,F152.jpg,3,8,7,7,0
1016,9,F152.jpg,1,9,NA,NA,4
1017,10,F152.jpg,3,9,9,9,1
1018,11,F152.jpg,3,10,13,11,-1
1019,12,F152.jpg,3,9,4,4,-1
1020,13,F152.jpg,1,7,NA,NA,3
1021,14,F152.jpg,3,6,9,6,0
1022,15,F152.jpg,1,9,NA,NA,3
1023,16,F152.jpg,3,11,9,10,1
1024,17,F152.jpg,3,10,7,7,-1
1025,18,F152.jpg,3,6,9,9,-1
1026,19,F152.jpg,1,11,NA,NA,4
1027,20,F152.jpg,3,6,12,9,0
1028,21,F152.jpg,1,11,NA,NA,4
1029,22,F152.jpg,3,12,9,7,0
1030,23,F152.jpg,3,10,9,8,-1
1031,24,F152.jpg,3,7,13,3,-1
1032,25,F152.jpg,1,9,NA,NA,4
1033,26,F152.jpg,3,7,10,9,2
1034,27,F152.jpg,1,9,NA,NA,4
1035,28,F152.jpg,3,6,9,7,0
1036,29,F152.jpg,3,13,12,11,-1
1037,30,F152.jpg,3,9,6,1,-1
1038,31,F152.jpg,1,11,NA,NA,4
1039,32,F152.jpg,3,4,4,5,1
1040,33,F152.jpg,1,6,NA,NA,4
1041,34,F152.jpg,3,9,10,7,0
1042,35,F152.jpg,3,12,9,13,-1
1043,36,F152.jpg,3,10,13,12,-1
1044,37,F152.jpg,1,7,NA,NA,3
1045,38,F152.jpg,3,9,10,13,0
1046,39,F152.jpg,1,12,NA,NA,4
1047,40,F152.jpg,3,12,9,9,0
1048,41,F152.jpg,3,9,9,11,-1
1049,42,F152.jpg,3,8,3,7,-1
1050,43,F152.jpg,1,10,NA,NA,4
1051,44,F152.jpg,3,10,9,10,0
1052,45,F152.jpg,1,10,NA,NA,4
1053,46,F152.jpg,3,8,5,6,1
1054,47,F152.jpg,3,9,10,10,-1
1055,48,F152.jpg,3,3,5,1,-1
1056,1,F25.jpg,3,10,10,6,-1
1057,2,F25.jpg,3,7,11,9,-1
1058,3,F25.jpg,3,8,9,10,0
1059,4,F25.jpg,1,10,NA,NA,4
1060,5,F25.jpg,3,8,7,7,0
1061,6,F25.jpg,1,9,NA,NA,4
1062,7,F25.jpg,3,12,14,10,-1
1063,8,F25.jpg,3,8,9,4,-1
1064,9,F25.jpg,3,11,9,3,0
1065,10,F25.jpg,1,10,NA,NA,4
1066,11,F25.jpg,3,12,9,12,0
1067,12,F25.jpg,1,7,NA,NA,4
1068,13,F25.jpg,3,9,9,9,-1
1069,14,F25.jpg,3,6,5,8,-1
1070,15,F25.jpg,3,10,10,11,0
1071,16,F25.jpg,1,10,NA,NA,4
1072,17,F25.jpg,3,10,7,11,0
1073,18,F25.jpg,1,9,NA,NA,4
1074,19,F25.jpg,3,12,9,10,-1
1075,20,F25.jpg,3,9,8,7,-1
1076,21,F25.jpg,3,10,11,13,0
1077,22,F25.jpg,1,11,NA,NA,4
1078,23,F25.jpg,3,9,10,9,0
1079,24,F25.jpg,1,9,NA,NA,4
1080,25,F25.jpg,3,7,7,9,-1
1081,26,F25.jpg,3,10,7,4,-1
1082,27,F25.jpg,3,9,8,9,0
1083,28,F25.jpg,1,10,NA,NA,4
1084,29,F25.jpg,3,3,7,8,2
1085,30,F25.jpg,1,5,NA,NA,4
1086,31,F25.jpg,3,9,10,10,-1
1087,32,F25.jpg,3,5,5,6,-1
1088,33,F25.jpg,3,10,6,8,0
1089,34,F25.jpg,1,10,NA,NA,4
1090,35,F25.jpg,3,11,13,11,0
1091,36,F25.jpg,1,13,NA,NA,4
1092,37,F25.jpg,3,5,10,8,-1
1093,38,F25.jpg,3,12,12,11,-1
1094,39,F25.jpg,3,13,12,12,0
1095,40,F25.jpg,1,9,NA,NA,4
1096,41,F25.jpg,3,8,7,7,1
1097,42,F25.jpg,1,9,NA,NA,4
1098,43,F25.jpg,3,11,11,11,-1
1099,44,F25.jpg,3,9,11,6,-1
1100,45,F25.jpg,3,8,11,7,1
1101,46,F25.jpg,1,7,NA,NA,4
1102,47,F25.jpg,3,11,9,8,0
1103,48,F25.jpg,1,3,NA,NA,4
1104,1,F111.jpg,3,8,7,8,2
1105,2,F111.jpg,1,7,NA,NA,3
1106,3,F111.jpg,3,15,8,6,-1
1107,4,F111.jpg,3,10,10,9,-1
1108,5,F111.jpg,1,8,NA,NA,4
1109,6,F111.jpg,3,12,10,10,0
1110,7,F111.jpg,3,8,13,10,2
1111,8,F111.jpg,1,7,NA,NA,4
1112,9,F111.jpg,3,9,9,4,-1
1113,10,F111.jpg,3,8,10,9,-1
1114,11,F111.jpg,1,8,NA,NA,4
1115,12,F111.jpg,3,4,4,7,1
1116,13,F111.jpg,3,9,7,4,0
1117,14,F111.jpg,1,8,NA,NA,3
1118,15,F111.jpg,3,8,10,10,-1
1119,16,F111.jpg,3,9,11,9,-1
1120,17,F111.jpg,1,7,NA,NA,4
1121,18,F111.jpg,3,6,7,7,1
1122,19,F111.jpg,3,11,4,8,2
1123,20,F111.jpg,1,6,NA,NA,4
1124,21,F111.jpg,3,6,9,9,-1
1125,22,F111.jpg,3,11,11,11,-1
1126,23,F111.jpg,1,9,NA,NA,4
1127,24,F111.jpg,3,11,12,13,0
1128,25,F111.jpg,3,8,9,9,0
1129,26,F111.jpg,1,10,NA,NA,4
1130,27,F111.jpg,3,8,6,6,-1
1131,28,F111.jpg,3,9,9,11,-1
1132,29,F111.jpg,1,9,NA,NA,3
1133,30,F111.jpg,3,3,8,9,2
1134,31,F111.jpg,3,12,11,11,0
1135,32,F111.jpg,1,7,NA,NA,4
1136,33,F111.jpg,3,8,8,6,-1
1137,34,F111.jpg,3,3,5,9,-1
1138,35,F111.jpg,1,11,NA,NA,4
1139,36,F111.jpg,3,12,12,13,0
1140,37,F111.jpg,3,5,9,8,1
1141,38,F111.jpg,1,9,NA,NA,4
1142,39,F111.jpg,3,13,12,11,-1
1143,40,F111.jpg,3,12,12,13,-1
1144,41,F111.jpg,1,8,NA,NA,4
1145,42,F111.jpg,3,8,10,8,1
1146,43,F111.jpg,3,9,14,9,0
1147,44,F111.jpg,1,9,NA,NA,4
1148,45,F111.jpg,3,11,7,7,-1
1149,46,F111.jpg,3,6,7,7,-1
1150,47,F111.jpg,1,8,NA,NA,4
1151,48,F111.jpg,3,8,2,4,2
1152,1,F68.jpg,3,9,10,12,0
1153,2,F68.jpg,1,9,NA,NA,-1
1154,3,F68.jpg,3,11,10,11,-1
1155,4,F68.jpg,3,10,12,11,-1
1156,5,F68.jpg,1,9,NA,NA,4
1157,6,F68.jpg,3,10,11,11,0
1158,7,F68.jpg,3,6,11,9,1
1159,8,F68.jpg,1,4,NA,NA,4
1160,9,F68.jpg,3,10,11,12,-1
1161,10,F68.jpg,3,8,10,10,-1
1162,11,F68.jpg,1,11,NA,NA,4
1163,12,F68.jpg,3,9,5,8,0
1164,13,F68.jpg,3,10,10,4,0
1165,14,F68.jpg,1,8,NA,NA,4
1166,15,F68.jpg,3,7,7,7,-1
1167,16,F68.jpg,3,9,7,9,-1
1168,17,F68.jpg,1,10,NA,NA,4
1169,18,F68.jpg,3,9,9,9,0
1170,19,F68.jpg,3,10,9,8,1
1171,20,F68.jpg,1,8,NA,NA,3
1172,21,F68.jpg,3,13,11,13,-1
1173,22,F68.jpg,3,14,11,8,-1
1174,23,F68.jpg,1,10,NA,NA,4
1175,24,F68.jpg,3,12,12,10,0
1176,25,F68.jpg,3,6,6,7,0
1177,26,F68.jpg,1,9,NA,NA,4
1178,27,F68.jpg,3,8,9,5,-1
1179,28,F68.jpg,3,12,7,8,-1
1180,29,F68.jpg,1,11,NA,NA,3
1181,30,F68.jpg,2,10,9,NA,2
1182,31,F68.jpg,3,11,5,10,2
1183,32,F68.jpg,1,6,NA,NA,4
1184,33,F68.jpg,3,12,10,8,-1
1185,34,F68.jpg,3,11,8,9,-1
1186,35,F68.jpg,1,11,NA,NA,3
1187,36,F68.jpg,3,14,12,14,2
1188,37,F68.jpg,3,9,9,8,0
1189,38,F68.jpg,1,12,NA,NA,4
1190,39,F68.jpg,3,13,12,12,-1
1191,40,F68.jpg,3,11,10,12,-1
1192,41,F68.jpg,1,9,NA,NA,4
1193,42,F68.jpg,3,9,8,8,0
1194,43,F68.jpg,3,8,9,12,0
1195,44,F68.jpg,1,10,NA,NA,3
1196,45,F68.jpg,3,9,12,10,-1
1197,46,F68.jpg,3,3,5,5,-1
1198,47,F68.jpg,1,11,NA,NA,3
1199,48,F68.jpg,3,2,2,4,2
1200,1,F117.jpg,3,10,7,9,0
1201,2,F117.jpg,1,8,NA,NA,3
1202,3,F117.jpg,3,12,8,10,-1
1203,4,F117.jpg,3,11,9,10,-1
1204,5,F117.jpg,1,9,NA,NA,4
1205,6,F117.jpg,3,12,9,9,0
1206,7,F117.jpg,3,10,12,11,1
1207,8,F117.jpg,1,10,NA,NA,4
1208,9,F117.jpg,3,11,10,10,-1
1209,10,F117.jpg,3,9,9,12,-1
1210,11,F117.jpg,1,8,NA,NA,4
1211,12,F117.jpg,3,7,4,7,2
1212,13,F117.jpg,3,7,9,6,0
1213,14,F117.jpg,1,7,NA,NA,3
1214,15,F117.jpg,3,6,11,8,-1
1215,16,F117.jpg,3,9,9,8,-1
1216,17,F117.jpg,1,9,NA,NA,4
1217,18,F117.jpg,3,11,6,7,0
1218,19,F117.jpg,3,11,11,6,0
1219,20,F117.jpg,1,4,NA,NA,4
1220,21,F117.jpg,3,13,12,8,-1
1221,22,F117.jpg,3,11,9,8,-1
1222,23,F117.jpg,1,11,NA,NA,4
1223,24,F117.jpg,3,11,9,11,0
1224,25,F117.jpg,3,9,7,9,2
1225,26,F117.jpg,1,9,NA,NA,3
1226,27,F117.jpg,3,7,6,2,-1
1227,28,F117.jpg,3,8,6,6,-1
1228,29,F117.jpg,1,10,NA,NA,4
1229,30,F117.jpg,3,8,7,8,2
1230,31,F117.jpg,3,11,11,9,0
1231,32,F117.jpg,1,6,NA,NA,4
1232,33,F117.jpg,3,6,9,8,-1
1233,34,F117.jpg,3,9,10,9,-1
1234,35,F117.jpg,1,10,NA,NA,4
1235,36,F117.jpg,3,13,13,10,-1
1236,37,F117.jpg,3,5,12,9,0
1237,38,F117.jpg,1,12,NA,NA,4
1238,39,F117.jpg,3,12,15,12,-1
1239,40,F117.jpg,3,11,12,10,-1
1240,41,F117.jpg,1,6,NA,NA,4
1241,42,F117.jpg,3,9,6,8,0
1242,43,F117.jpg,3,11,6,11,0
1243,44,F117.jpg,1,10,NA,NA,4
1244,45,F117.jpg,3,8,9,11,-1
1245,46,F117.jpg,3,10,8,3,-1
1246,47,F117.jpg,1,9,NA,NA,4
1247,48,F117.jpg,2,3,7,NA,1
1248,1,F124.jpg,1,9,NA,NA,4
1249,2,F124.jpg,3,10,8,8,-1
1250,3,F124.jpg,1,9,NA,NA,3
1251,4,F124.jpg,3,11,9,10,0
1252,5,F124.jpg,3,11,7,9,-1
1253,6,F124.jpg,3,15,11,11,-1
1254,7,F124.jpg,1,8,NA,NA,-1
